class,ip,ea,vis,bp,fp,li,mg,al,pf6,lio2,o2m,o2,na,ni2,ni3,mn2,mn3,mn4,co,PYR14,FSI,TFSI,co2,h2o
class-00075001,-10.32,0.49,11.63,651.36,439.64,12.67,94.77,78.9,4.78,8.58,16.21,-2.04,6.98,26.52,85.13,26.53,85.15,180.66,85.15,-3.41,2.32,2.59,-1.74,-1.53
class-00075001,-10.13,0.25,2.35,535.12,361.33,11.35,92.53,77.81,4.29,7.63,16.31,-1.91,5.25,23.76,82.64,23.76,82.66,178.77,82.66,-4.07,1.83,2.12,-1.76,-1.86
class-00075001,-10.8,0.04,10.4,678.63,459.05,10.07,87.3,73.98,2.95,6.09,13.3,-1.82,4.26,21.28,77.62,21.28,77.64,170.83,77.65,-3.53,0.67,1.02,-1.77,-2.46
class-00075001,-10.93,-0.13,17.14,665.1,458.94,15.39,105.16,86.2,4,9.04,14.72,-1.94,9.12,31.97,95.26,31.97,95.28,195.71,95.28,-3.17,1.68,1.95,-1.76,-1.11
class-00075001,-10.79,0.4,4.32,525.88,362.68,13.47,97.56,80.92,4.41,8.04,12.29,-1.9,7.67,28.03,87.84,28.04,87.86,184.77,87.86,-3.05,2.07,2.21,-1.61,-1.53
class-00075001,-10.79,0.4,4.32,525.88,362.68,13.47,97.56,80.92,4.41,8.04,12.29,-1.9,7.67,28.03,87.84,28.04,87.86,184.77,87.86,-3.05,2.07,2.21,-1.61,-1.53
class-00075001,-9.53,-1.19,17.89,788.54,518.78,12.85,95.21,79.05,0.25,5.5,8.65,-1.29,6.86,26.74,85.65,26.74,85.67,180.52,85.67,-0.94,-1.59,-1.12,-1.6,-2.03
class-00075001,-9.21,-0.02,5.08,605.81,409.63,14.75,98.27,80.65,2.15,7.41,10.53,-1.86,9.2,30.55,89.04,30.56,89.06,183.24,89.06,-1.91,0.04,0.32,-1.95,-1.5
class-00075001,-10.38,0.57,5.21,593.65,405.45,11.48,91.3,76.64,5.36,8.57,17.79,-2.11,5.81,24.13,81.63,24.13,81.65,176.18,81.65,-3.71,2.79,3.08,-1.76,-1.75
class-00075001,-10.46,0.18,7.08,606.82,410.53,12.58,96.51,80.41,2.78,7.25,14.13,-1.73,6.28,26.24,86.63,26.24,86.65,183.93,86.65,-3.54,0.49,0.85,-1.75,-1.8
class-00075001,-10.28,0.29,4.61,595.62,405.87,11.73,93.14,78.09,4.96,8.27,17.19,-2.03,5.79,24.58,83.32,24.58,83.34,179.28,83.34,-3.87,2.46,2.76,-1.75,-1.7
class-00075001,-10.46,0.18,7.08,606.82,410.53,12.58,96.51,80.41,2.78,7.25,14.13,-1.73,6.28,26.24,86.63,26.24,86.65,183.93,86.65,-3.54,0.49,0.85,-1.75,-1.8
class-00075001,-10.28,0.29,4.61,595.62,405.87,11.73,93.14,78.09,4.96,8.27,17.19,-2.03,5.79,24.58,83.32,24.58,83.34,179.28,83.34,-3.87,2.46,2.76,-1.75,-1.7
class-00075001,-9.78,-0.25,4.23,564.09,385.12,15.2,102.77,84.27,3.24,8.54,13.69,-1.78,9.12,31.46,93.1,31.46,93.12,191.24,93.12,-2.77,0.94,1.23,-1.79,-1.1
class-00075001,-9.61,-0.21,6.26,597.1,407.66,15.04,102.12,83.78,3.59,8.72,14.2,-1.88,9.07,31.2,92.48,31.2,92.5,190.3,92.5,-2.85,1.25,1.52,-1.82,-1.1
class-00075001,-9.51,-0.11,9.85,652.03,437.54,20.11,118.96,95.1,4.16,11.4,15.35,-1.86,13.43,41.35,109.22,41.35,109.24,212.95,109.24,-2.54,1.89,2.07,-1.75,-0.18
class-00075001,-9.67,0.72,3.54,596.18,396.02,5.78,73.77,65,2.47,3.98,13.06,-1.79,0.19,12.56,64.11,12.56,64.13,152.76,64.13,-4.06,0.12,0.49,-1.76,-3.48
class-00075001,-10.7,-0.31,4.56,594.36,399.06,12.26,95.56,79.79,1.79,6.42,12.56,-1.64,5.93,25.55,85.67,25.55,85.69,182.62,85.69,-2.94,-0.45,-0.04,-1.74,-1.99
class-00075001,-9.39,-0.85,2.67,555.35,376.1,15.91,103.25,84.19,3.27,8.99,13.92,-2.05,9.98,32.85,93.85,32.86,93.87,190.54,93.87,-2.19,0.84,1.1,-2,-1.01
class-00075001,-9.33,-0.11,1.44,509.77,349.77,14.74,100.98,83.01,4.27,9.2,16.13,-2.37,8.8,30.57,91.37,30.57,91.39,188.71,91.39,-2.94,1.67,1.87,-2.11,-1.25
class-00075001,-9.26,-0.1,3.48,578.22,392.63,15.46,102.6,83.91,4.86,9.96,16.97,-2.41,9.6,32.05,93.09,32.05,93.11,190.34,93.11,-2.81,2.24,2.44,-2.05,-1
class-00075001,-9.98,0.42,10.75,601.68,427.07,10.01,84.14,71.41,5.38,8.29,17.7,-2.2,5.03,21.24,74.8,21.24,74.82,165.32,74.82,-3.57,2.81,3.12,-1.79,-2.55
class-00075001,-10.96,0.38,4.75,578.04,396.69,13.48,97.63,80.93,5.32,9.44,17.78,-2.03,7.67,28.1,87.92,28.1,87.94,184.81,87.94,-3.4,2.79,3.06,-1.69,-1.24
class-00075001,-9.87,-0.19,1.68,490.69,334.29,10.07,84.87,72.01,4.28,7.33,15.78,-2.14,4.78,21.19,75.46,21.2,75.48,166.36,75.48,-3.38,1.74,1.97,-1.98,-2.43
class-00075001,-10.65,0.36,6.11,546.72,378.15,13.92,98.86,81.77,4.53,8.23,12,-1.94,8.14,28.95,89.15,28.95,89.17,186.48,89.17,-2.92,2.17,2.29,-1.63,-1.42
class-00075001,-10.62,0.53,5.34,577.88,396.2,12.2,93.8,78.39,4.57,8.19,15.95,-2,6.43,25.54,84.08,25.54,84.1,179.76,84.1,-3.53,2.12,2.39,-1.74,-1.67
class-00075001,-9.17,1.86,1.87,501.78,346.25,7.53,76.47,66.34,3.81,6.24,15.97,-1.98,2.3,16.12,67.14,16.12,67.16,155.06,67.16,-4.66,1.34,1.69,-1.88,-3.62
class-00075001,-10.5,-1.84,11.51,647.79,435.95,16.27,105.64,85.87,1.89,8.01,11.13,-1.26,9.86,33.62,96.16,33.63,96.18,194.04,96.18,-2.63,-0.04,0.23,-1.55,-1.04
class-00075001,-10.32,0.34,2.52,548.91,371.79,11.42,92.48,77.71,4.38,7.65,16.05,-1.94,5.4,23.92,82.62,23.92,82.64,178.54,82.64,-3.92,1.91,2.2,-1.75,-1.85
class-00075001,-10.32,0.2,7.52,565.75,393.02,14.55,102.46,84.38,1.69,7.44,12.32,-1.5,8.14,30.18,92.58,30.18,92.6,191.91,92.6,-2.7,-0.43,0.01,-1.67,-1.56
class-00075001,-9.84,-0.65,1.65,506.03,343.63,13.82,97,80.1,3.81,8.48,15,-2.17,8.09,28.66,87.56,28.66,87.58,182.45,87.58,-2.43,1.25,1.49,-2.05,-1.36
class-00075001,-10.33,1.58,1.44,495.53,340.08,6.58,75.21,65.84,4.05,5.82,16.23,-1.94,1.17,14.21,65.65,14.21,65.67,154.4,65.67,-5.11,1.54,1.88,-1.81,-3.66
class-00075001,-9.37,0.87,136.62,727.35,488.93,5.71,67.77,59.95,-2.47,1.77,5.76,-1.34,1.37,12.46,58.84,12.46,58.86,141.49,58.87,1.5,-4.4,-3.87,-1.36,-4.21
class-00075001,-10.42,-0.07,2.78,498.96,346.86,13.62,101.12,83.9,0.23,5.9,9.82,-1.28,7.05,28.22,90.98,28.22,91,191.27,91.01,-1.52,-1.74,-1.2,-1.51,-1.89
class-00075001,-10.55,1.68,3.67,553.45,370.44,14.11,103.02,85.14,1.84,7.33,13.42,-1.65,7.36,29.22,92.88,29.22,92.9,193.71,92.9,-2.95,-0.44,-0.01,-1.77,-1.61
class-00075001,-10.55,1.68,3.67,553.45,370.44,14.11,103.02,85.14,1.84,7.33,13.42,-1.65,7.36,29.22,92.88,29.22,92.9,193.71,92.9,-2.95,-0.44,-0.01,-1.77,-1.61
class-00075001,-10.12,0.43,6.33,521.28,375.26,21.1,122.56,97.87,4.55,12.05,15.74,-2.12,14.49,43.33,112.62,43.34,112.64,219.1,112.64,-2.39,2.12,2.37,-1.77,-0.32
class-00075001,-9.33,-0.11,1.44,509.77,349.77,14.74,100.98,83.01,4.27,9.2,16.13,-2.37,8.8,30.57,91.37,30.57,91.39,188.71,91.39,-2.94,1.67,1.87,-2.11,-1.25
class-00075001,-9.26,-0.1,3.48,578.22,392.63,15.46,102.6,83.91,4.86,9.96,16.97,-2.41,9.6,32.05,93.09,32.05,93.11,190.34,93.11,-2.81,2.24,2.44,-2.05,-1
class-00075001,-9.98,0.42,10.75,601.68,427.07,10.01,84.14,71.41,5.38,8.29,17.7,-2.2,5.03,21.24,74.8,21.24,74.82,165.32,74.82,-3.57,2.81,3.12,-1.79,-2.55
class-00075001,-10.96,0.38,4.75,578.04,396.69,13.48,97.63,80.93,5.32,9.44,17.78,-2.03,7.67,28.1,87.92,28.1,87.94,184.81,87.94,-3.4,2.79,3.06,-1.69,-1.24
class-00075001,-9.87,-0.19,1.68,490.69,334.29,10.07,84.87,72.01,4.28,7.33,15.78,-2.14,4.78,21.19,75.46,21.2,75.48,166.36,75.48,-3.38,1.74,1.97,-1.98,-2.43
class-00075001,-10.65,0.36,6.11,546.72,378.15,13.92,98.86,81.77,4.53,8.23,12,-1.94,8.14,28.95,89.15,28.95,89.17,186.48,89.17,-2.92,2.17,2.29,-1.63,-1.42
class-00075001,-10.62,0.53,5.34,577.88,396.2,12.2,93.8,78.39,4.57,8.19,15.95,-2,6.43,25.54,84.08,25.54,84.1,179.76,84.1,-3.53,2.12,2.39,-1.74,-1.67
class-00075001,-9.17,1.86,1.87,501.78,346.25,7.53,76.47,66.34,3.81,6.24,15.97,-1.98,2.3,16.12,67.14,16.12,67.16,155.06,67.16,-4.66,1.34,1.69,-1.88,-3.62
class-00075001,-10.5,-1.84,11.51,647.79,435.95,16.27,105.64,85.87,1.89,8.01,11.13,-1.26,9.86,33.62,96.16,33.63,96.18,194.04,96.18,-2.63,-0.04,0.23,-1.55,-1.04
class-00075001,-10.32,0.34,2.52,548.91,371.79,11.42,92.48,77.71,4.38,7.65,16.05,-1.94,5.4,23.92,82.62,23.92,82.64,178.54,82.64,-3.92,1.91,2.2,-1.75,-1.85
class-00075001,-10.32,0.2,7.52,565.75,393.02,14.55,102.46,84.38,1.69,7.44,12.32,-1.5,8.14,30.18,92.58,30.18,92.6,191.91,92.6,-2.7,-0.43,0.01,-1.67,-1.56
class-00075001,-9.84,-0.65,1.65,506.03,343.63,13.82,97,80.1,3.81,8.48,15,-2.17,8.09,28.66,87.56,28.66,87.58,182.45,87.58,-2.43,1.25,1.49,-2.05,-1.36
class-00075001,-10.33,1.58,1.44,495.53,340.08,6.58,75.21,65.84,4.05,5.82,16.23,-1.94,1.17,14.21,65.65,14.21,65.67,154.4,65.67,-5.11,1.54,1.88,-1.81,-3.66
class-00075001,-9.37,0.87,136.62,727.35,488.93,5.71,67.77,59.95,-2.47,1.77,5.76,-1.34,1.37,12.46,58.84,12.46,58.86,141.49,58.87,1.5,-4.4,-3.87,-1.36,-4.21
class-00075001,-10.42,-0.07,2.78,498.96,346.86,13.62,101.12,83.9,0.23,5.9,9.82,-1.28,7.05,28.22,90.98,28.22,91,191.27,91.01,-1.52,-1.74,-1.2,-1.51,-1.89
class-00075001,-10.55,1.68,3.67,553.45,370.44,14.11,103.02,85.14,1.84,7.33,13.42,-1.65,7.36,29.22,92.88,29.22,92.9,193.71,92.9,-2.95,-0.44,-0.01,-1.77,-1.61
class-00075001,-10.12,0.43,6.33,521.28,375.26,21.1,122.56,97.87,4.55,12.05,15.74,-2.12,14.49,43.33,112.62,43.34,112.64,219.1,112.64,-2.39,2.12,2.37,-1.77,-0.32
class-00075001,-9.82,-0.05,5.33,616.82,411.79,13.69,95.77,79.06,4.23,8.79,15.7,-2.29,8.17,28.49,86.46,28.49,86.48,180.23,86.48,-2.7,1.67,1.89,-2.09,-1.39
class-00075001,-10.43,0.3,2.16,517.64,351.94,12.63,96.78,80.71,4.42,8.25,16.39,-1.94,6.43,26.31,86.83,26.32,86.85,184.68,86.85,-3.77,1.94,2.21,-1.77,-1.53
class-00075001,-10.33,1.98,1.98,519.74,350.77,13.06,97.87,81.4,4.74,8.69,16.95,-1.98,6.88,27.17,87.96,27.17,87.98,185.99,87.98,-3.73,2.21,2.5,-1.75,-1.48
class-00075001,-10.09,0.42,11.58,558.06,402.59,21.1,122,97.4,4.76,12.23,16.02,-2.17,14.63,43.37,112.13,43.38,112.15,218.1,112.15,-2.32,2.31,2.56,-1.77,-0.28
class-00075001,-10.39,-0.04,1.79,527.63,360.55,11.5,91.67,77.17,-2.2,3.96,7.08,-1.09,5.57,23.86,81.88,23.86,81.91,177.18,81.91,0.81,-4.19,-3.49,-1.4,-2.72
class-00075001,-10.84,1.03,1.44,477.43,322.49,17.59,115.42,93.87,0.42,7.88,11.2,-1.2,10.33,36.04,104.98,36.04,105.01,211.56,105.01,-1.46,-1.67,-1.09,-1.56,-0.91
class-00075001,-10.05,-0.08,1.15,535.02,360.2,12.81,97.61,81.26,2.76,7.19,14.16,-1.92,6.43,26.64,87.66,26.65,87.68,185.69,87.68,-3.27,0.36,0.67,-1.9,-1.75
class-00075001,-10.14,-0.25,4.51,656.13,439.82,14.67,103.54,85.22,0.91,6.51,9.84,-1.58,8.11,30.37,93.58,30.37,93.6,193.6,93.6,-1.72,-1.13,-0.68,-1.72,-1.64
class-00075001,-10.14,-0.25,6.08,671.76,450.89,14.82,104.06,85.57,1.49,6.84,10.29,-1.65,8.28,30.71,94.09,30.71,94.11,194.36,94.11,-2.12,-0.57,-0.17,-1.74,-1.57
class-00075001,-8.9,-0.27,7.6,648.31,429.24,9.84,84.75,71.91,2.54,6,13.45,-1.83,4.35,20.75,75.32,20.75,75.34,166.11,75.35,-3.16,0.22,0.59,-1.88,-2.38
class-00075001,-10.19,0.59,2.54,464.04,325.1,14.17,101.69,84.01,4.64,9.31,16.92,-2.01,7.87,29.43,91.73,29.43,91.75,191.33,91.75,-3.75,2.14,2.42,-1.78,-1.7
class-00075001,-10.92,0.35,3.36,635.8,418.86,10.41,89.72,75.89,2.99,6.36,14.51,-1.79,4.24,21.87,79.85,21.87,79.87,174.85,79.87,-3.93,0.62,0.98,-1.8,-2.25
class-00075001,-10.92,0.35,3.36,635.8,418.86,10.41,89.72,75.89,2.99,6.36,14.51,-1.79,4.24,21.87,79.85,21.87,79.87,174.85,79.87,-3.93,0.62,0.98,-1.8,-2.25
class-00075001,-9.07,2.12,22.82,665.96,459,5.42,71.11,62.72,3.5,5.12,15.71,-2.19,0.06,12.05,61.75,12.05,61.77,147.87,61.77,-5.28,1.04,1.44,-2.11,-4.53
class-00075001,-9.77,1.25,3.55,467.4,342.79,33.06,168.13,129.62,6.73,18.3,19.68,-2.24,23.98,67.24,157.14,67.24,157.16,284.01,157.16,-0.62,4.11,4.39,-1.49,1.41
class-00075001,-9.19,-0.15,1.78,541.99,364.83,14.04,97.19,80.17,2.35,7.56,12.59,-2.02,8.35,29.08,87.79,29.08,87.81,182.49,87.82,-1.99,0.01,0.33,-2.07,-1.53
class-00075001,-9.87,-0.25,5.39,571.11,392.61,13.88,97.78,80.78,4.1,8.79,15.65,-1.96,8.15,28.88,88.23,28.88,88.25,184.19,88.25,-3.07,1.66,1.94,-1.83,-1.31
class-00075001,-11.11,0.5,4.23,547.49,384.65,12.64,95.27,79.44,5.18,8.91,17.27,-2.07,6.91,26.44,85.51,26.44,85.53,181.99,85.53,-3.43,2.67,2.95,-1.72,-1.51
class-00075001,-11.2,0.04,16.02,642.49,443.54,13.47,99.17,82.2,2.87,7.43,13.02,-1.76,7.25,28.08,89.28,28.08,89.3,187.64,89.3,-3.17,0.66,0.99,-1.74,-1.67
class-00075001,-11.2,0.04,16.02,642.49,443.54,13.47,99.17,82.2,2.87,7.43,13.02,-1.76,7.25,28.08,89.28,28.08,89.3,187.64,89.3,-3.17,0.66,0.99,-1.74,-1.67
class-00075001,-9.72,0.73,76.45,865.95,570.6,7.78,81.35,70.2,2.77,4.67,12.28,-1.99,1.93,16.76,71.54,16.76,71.56,163.56,71.56,-3.52,0.53,0.85,-1.96,-2.87
class-00075001,-8.95,2.7,11.46,597.75,425.84,7,73.06,63.71,6.03,7.76,18.66,-2.29,2.62,15.24,63.96,15.25,63.98,149.62,63.98,-3.44,3.42,3.73,-1.78,-3.66
class-00075001,-11.12,1.08,0.81,457,312.9,11.64,92.38,77.51,4.69,8.11,17.11,-2.32,5.72,24.34,82.62,24.34,82.65,177.97,82.65,-3.68,2.04,2.25,-2.11,-1.88
class-00075001,-10.91,0.41,4.26,568.26,389.05,13.15,97.06,80.64,4.9,8.87,16.74,-1.98,7.26,27.42,87.29,27.42,87.31,184.31,87.32,-3.47,2.42,2.68,-1.69,-1.36
class-00075001,-9.24,0.17,4.27,601.11,412.27,14.03,99.1,81.71,4.25,8.93,16.12,-2.33,8.06,29.23,89.49,29.23,89.51,186.17,89.51,-3.23,1.73,1.99,-2.07,-1.76
class-00075001,-9.36,0.03,2.32,552.81,380.59,14.66,100.5,82.62,4.72,9.49,16.76,-2.39,8.82,30.47,90.92,30.47,90.94,187.92,90.95,-2.98,2.13,2.35,-2.07,-1.25
class-00075001,-9.3,-0.11,4.45,614.01,414.97,14.58,99.62,81.88,4.87,9.61,17.03,-2.41,8.86,30.31,90.13,30.31,90.15,186.25,90.16,-2.93,2.25,2.46,-2.08,-1.19
class-00075001,-11.12,1.08,0.81,457,312.9,11.64,92.38,77.51,4.69,8.11,17.11,-2.32,5.72,24.34,82.62,24.34,82.65,177.97,82.65,-3.68,2.04,2.25,-2.11,-1.88
class-00075001,-10.91,0.41,4.26,568.26,389.05,13.15,97.06,80.64,4.9,8.87,16.74,-1.98,7.26,27.42,87.29,27.42,87.31,184.31,87.32,-3.47,2.42,2.68,-1.69,-1.36
class-00075001,-9.24,0.17,4.27,601.11,412.27,14.03,99.1,81.71,4.25,8.93,16.12,-2.33,8.06,29.23,89.49,29.23,89.51,186.17,89.51,-3.23,1.73,1.99,-2.07,-1.76
class-00075001,-9.36,0.03,2.32,552.81,380.59,14.66,100.5,82.62,4.72,9.49,16.76,-2.39,8.82,30.47,90.92,30.47,90.94,187.92,90.95,-2.98,2.13,2.35,-2.07,-1.25
class-00075001,-9.3,-0.11,4.45,614.01,414.97,14.58,99.62,81.88,4.87,9.61,17.03,-2.41,8.86,30.31,90.13,30.31,90.15,186.25,90.16,-2.93,2.25,2.46,-2.08,-1.19
class-00075001,-9.83,0.89,0.99,508.97,343.41,9.34,84.93,72.47,3.37,6.27,15.35,-2.24,3.54,19.71,75.24,19.71,75.26,167.77,75.26,-3.92,0.84,1.1,-2.18,-2.57
class-00075001,-10.64,-1.05,9.48,599.06,407.25,12.31,92.55,76.97,1.12,6.1,10.41,-1.71,6.38,25.66,83.18,25.66,83.2,175.95,83.2,-1.99,-1.03,-0.56,-1.83,-2.62
class-00075001,-9.1,2.69,2.65,504.28,356.66,6.09,71.65,63.03,5.78,6.94,18.37,-2.22,1.31,13.34,62.37,13.34,62.4,148.42,62.4,-4.21,3.17,3.47,-1.8,-3.73
class-00075001,-9.52,0.2,4.73,557.6,387.16,18.43,109.65,88.31,5.19,11.79,17.05,-2.15,12.84,38.01,100.37,38.01,100.39,198.83,100.39,-2.24,2.63,2.88,-1.79,-0.9
class-00075001,-9.58,-1.13,5.54,626.23,425.05,13,94.44,78.4,3.72,7.99,13.8,-1.88,7.45,27.1,84.99,27.1,85.01,179.16,85.01,-2.86,1.42,1.51,-1.79,-1.55
class-00075001,-9.45,-0.14,2.3,531.87,362.23,10.36,85.52,72.35,4.51,7.73,16.38,-2.17,5.08,21.81,76.17,21.81,76.19,166.98,76.19,-3.49,1.95,2.2,-1.98,-2.52
class-00075001,-8.79,1.01,1.94,509.37,348.08,14.96,98.21,80.64,4,9.56,15.27,-2.05,9.63,30.98,89,30.98,89.02,183.36,89.02,-2.74,1.55,1.82,-1.91,-2.3
class-00075001,-11.02,0.45,3.29,531.99,372.14,13.38,97.73,81.12,4.87,9.01,16.82,-2,7.53,27.9,87.94,27.9,87.96,185.35,87.97,-3.44,2.38,2.65,-1.73,-1.36
class-00075001,-10.02,-0.41,0.8,474.7,321.44,18.09,116.19,94.13,2.58,9.27,13.8,-1.84,10.96,37.13,105.9,37.13,105.92,211.87,105.92,-2.44,0.18,0.45,-1.86,-0.56
class-00075001,-10.5,1.89,2.29,526.77,355.02,13.88,100.88,83.49,4.65,8.95,16.69,-1.97,7.58,28.81,90.9,28.81,90.92,190.25,90.92,-3.59,2.14,2.42,-1.75,-1.32
class-00075001,-10.7,1.95,0.51,375.49,251.88,12.68,98.97,82.72,2.81,7.29,14.99,-1.71,5.99,26.22,88.7,26.22,88.72,189.05,88.72,-3.85,0.32,0.62,-1.78,-1.84
class-00075001,-10.5,1.93,0.65,399.2,271.38,15.76,107.98,88.61,4.47,9.58,16.48,-1.87,9.11,32.47,97.77,32.47,97.79,200.83,97.8,-3.38,1.95,2.2,-1.7,-0.88
class-00075001,-9.6,-0.15,3.34,555.83,372.93,15.57,104.72,85.72,3.27,8.79,14.31,-1.82,9.3,32.15,94.95,32.15,94.97,194.23,94.97,-2.73,0.9,1.22,-1.84,-1.05
class-00075001,-10.33,1.42,1.34,459.54,312.03,16.1,108.84,89.03,3.4,9.14,14.91,-1.73,9.31,33.16,98.71,33.16,98.73,201.47,98.74,-3.36,1.05,1.35,-1.69,-1.19
class-00075001,-10.71,1.81,1.13,440.31,303.31,15.83,108.01,88.56,4.56,9.63,16.37,-1.91,9.24,32.65,97.84,32.65,97.86,200.72,97.86,-3.3,2.07,2.32,-1.7,-0.88
class-00075001,-10.47,-1.69,6.12,637.19,422.35,17.88,114.09,92.18,2,8.71,11.87,-1.33,10.86,36.78,104.11,36.79,104.13,207.31,104.13,-2.31,-0.09,0.28,-1.61,-0.57
class-00075001,-10.82,0.92,1.56,498.96,336.23,17.37,114.83,93.5,-0.02,7.56,10.8,-1.19,10.12,35.61,104.39,35.61,104.41,210.83,104.41,-1.12,-2.11,-1.5,-1.57,-1.01
class-00075001,-10.02,-0.09,0.76,503.73,337.08,12.91,98.47,82.01,1.91,6.8,13.53,-1.85,6.39,26.77,88.42,26.77,88.44,187.29,88.45,-2.94,-0.5,-0.16,-1.93,-1.78
class-00075001,-9.8,-0.4,17.17,722.19,484.17,13.74,98.97,81.75,1.61,6.84,11.41,-1.57,7.59,28.58,89.26,28.58,89.28,186.24,89.28,-1.97,-0.41,-0.04,-1.82,-1.35
class-00075001,-9.52,0.05,8.79,667.96,449.97,8.21,77.78,66.93,4.46,6.79,15.91,-2.11,3.36,17.62,68.59,17.62,68.61,156.01,68.61,-3.73,1.96,2.26,-1.87,-2.94
class-00075001,-10.02,-0.14,3.15,625.99,415.1,13.24,98.22,81.45,3.51,7.83,14.98,-2.07,6.97,27.56,88.39,27.56,88.41,185.85,88.41,-3.38,1.05,1.32,-1.95,-1.54
class-00075001,-10.05,-0.17,1.91,591.33,390.57,13.39,98.97,82.01,3.34,7.83,15.09,-2.04,7.01,27.81,89.1,27.81,89.12,186.99,89.12,-3.42,0.86,1.12,-1.96,-1.49
class-00075001,-9.19,-0.88,10.61,660.53,444.42,16.37,104.9,85.33,3.81,9.58,14.67,-1.93,10.53,33.88,95.46,33.88,95.48,193.03,95.48,-2.48,1.42,1.7,-1.86,-0.75
class-00075001,-10.05,-0.22,2.44,549.95,368.35,15.07,104.44,85.69,0.98,7.21,11.97,-1.67,8.44,31.12,94.55,31.12,94.57,194.27,94.57,-2.02,-1.23,-0.79,-1.82,-1.41
class-00075001,-11.57,-1.07,0.64,415,283.57,23.13,133.8,106.27,4.29,12.43,15.7,-1.61,15.38,47.24,123.21,47.24,123.23,236.65,123.24,-2.54,1.97,2.03,-1.53,0.61
class-00075001,-10.05,-0.22,2.44,549.95,368.35,15.07,104.44,85.69,0.98,7.21,11.97,-1.67,8.44,31.12,94.55,31.12,94.57,194.27,94.57,-2.02,-1.23,-0.79,-1.82,-1.41
class-00075001,-11.57,-1.07,0.64,415,283.57,23.13,133.8,106.27,4.29,12.43,15.7,-1.61,15.38,47.24,123.21,47.24,123.23,236.65,123.24,-2.54,1.97,2.03,-1.53,0.61
class-00075001,-9.19,-0.88,8.54,643.93,432.89,15.97,103.71,84.55,3.48,9.15,14.16,-1.86,10.1,33.04,94.27,33.04,94.29,191.43,94.29,-2.47,1.13,1.43,-1.86,-0.88
class-00075001,-11.47,-1.13,0.85,433.18,298.11,23.79,135.58,107.4,4.58,12.86,15.77,-1.68,16.05,48.58,125.04,48.59,125.06,238.87,125.06,-2.44,2.25,2.3,-1.53,0.69
class-00075001,-9.64,0.85,4.55,648.08,427.26,6.88,77.27,67.27,3.81,5.44,15.74,-1.95,1.23,14.85,67.62,14.85,67.64,157.31,67.64,-4.83,1.36,1.7,-1.84,-3.05
class-00075001,-9.53,-0.12,7.71,647.61,432.87,13.06,91.01,75.43,3.76,8.52,14.63,-2.09,8.16,27.24,82.03,27.24,82.05,172.46,82.05,-2.44,1.32,1.6,-2,-2.05
class-00075001,-9.53,-0.12,7.71,647.61,432.87,13.06,91.01,75.43,3.76,8.52,14.63,-2.09,8.16,27.24,82.03,27.24,82.05,172.46,82.05,-2.44,1.32,1.6,-2,-2.05
class-00075001,-9.18,-0.42,1.92,489.59,334.23,26.74,143.42,112.04,4.74,14.21,15.95,-1.97,18.74,54.48,133.19,54.48,133.21,247.33,133.22,-1.54,2.23,2.41,-1.75,0.91
class-00075001,-9.57,-0.38,5.97,621.83,421.71,13.33,95.7,79.3,4.43,8.84,16.29,-2.05,7.71,27.79,86.22,27.79,86.24,181.1,86.24,-3.26,1.98,2.15,-1.84,-1.4
class-00075001,-8.09,0.4,6.56,605.77,414.38,19.66,116.63,93.32,4.09,11.18,15.38,-2.04,13.02,40.45,107.04,40.45,107.06,209.17,107.07,-2.54,1.66,1.96,-1.9,-0.82
class-00075001,-8.09,0.4,6.56,605.77,414.38,19.66,116.63,93.32,4.09,11.18,15.38,-2.04,13.02,40.45,107.04,40.45,107.06,209.17,107.07,-2.54,1.66,1.96,-1.9,-0.82
class-00075001,-9.67,-0.42,6.47,683.18,453.37,11.99,92.56,77.31,3.55,7.58,15.35,-1.98,6.1,25.1,82.98,25.1,83,177.22,83,-3.58,1.14,1.41,-1.93,-1.8
class-00075001,-9.63,0.29,4.17,532.63,366.72,14.33,99.21,81.8,3.33,8.42,14.13,-1.72,8.52,29.72,89.64,29.72,89.66,186.22,89.66,-3.01,1.04,1.3,-1.73,-1.3
class-00075001,-9.55,-0.77,2.78,513.5,351.14,16.69,106.07,86.16,3.82,9.84,14.31,-2.07,10.69,34.43,96.6,34.43,96.62,194.64,96.62,-2.65,1.41,1.59,-1.9,-1.5
class-00075001,-9.8,-0.04,5.93,597.22,408.71,13.72,96.77,80,4.38,8.95,15.93,-2.03,8.14,28.58,87.29,28.59,87.31,182.54,87.31,-3.05,1.9,2.18,-1.84,-1.41
class-00075001,-9.57,-0.38,5.97,621.83,421.71,13.33,95.7,79.3,4.43,8.84,16.29,-2.05,7.71,27.79,86.22,27.79,86.24,181.1,86.24,-3.26,1.98,2.15,-1.84,-1.4
class-00075001,-8.09,0.4,6.56,605.77,414.38,19.66,116.63,93.32,4.09,11.18,15.38,-2.04,13.02,40.45,107.04,40.45,107.06,209.17,107.07,-2.54,1.66,1.96,-1.9,-0.82
class-00075001,-9.67,-0.42,6.47,683.18,453.37,11.99,92.56,77.31,3.55,7.58,15.35,-1.98,6.1,25.1,82.98,25.1,83,177.22,83,-3.58,1.14,1.41,-1.93,-1.8
