class,ip,ea,vis,bp,fp,li,lio2,o2m,o2
class-00225001,-10.61,-0.23,3.47,559.64,379.24,12.74,7.35,14.1,-1.75
class-00225001,-10.15,1.79,7.78,612.02,421.14,16.1,10.74,17.48,-2.14
class-00225001,-10.06,1.86,10.14,629.05,435.22,17.51,11.8,18.04,-2.21
class-00225001,-9.95,1.92,7.3,607.25,420.16,16.76,11.52,18.2,-2.21
class-00225001,-8.63,1.01,5.84,597.14,416.13,13.06,8.86,16.43,-2.33
class-00225001,-10.65,-1.91,9.91,642.21,432.56,15.85,8.45,12.93,-1.56
class-00225001,-8.61,2.73,2.43,520.8,361.53,13.94,11.14,19.07,-2.22
class-00225001,-9.38,0.33,4.68,550.85,377.1,26.26,13.57,14.77,-1.93
class-00225001,-10.11,1.82,8.44,622.26,427.81,15.93,10.77,17.62,-2.16
class-00225001,-10.15,1.8,8.58,619.27,426.22,16.23,10.79,17.5,-2.14
class-00225001,-10.15,1.79,10.55,631.6,435.11,16.18,10.84,17.58,-2.16
class-00225001,-9.74,1.62,2.17,507.25,348.46,16.8,10.75,17.04,-2.03
class-00225001,-9.73,1.64,2.61,528.09,362.92,16.19,10.71,17.53,-2.07
class-00225001,-10.51,0.04,932.27,864.89,574.68,7.93,2.88,4.4,-1.16
class-00225001,-8.89,-0.24,2.09,507.36,350.04,23.33,12.71,15.66,-2.04
class-00225001,-8.97,0.56,4.32,562.49,397.43,21.64,12.97,17.8,-2.21
class-00225001,-9.1,0.2,4.75,564.4,384.26,6.89,6.7,16.36,-2.13
class-00225001,-11.08,0.4,7.59,599.12,413.98,13.51,9.32,17.3,-2.05
class-00225001,-10.18,-0.39,6.16,646.08,433.01,13.75,7.92,13.34,-2.19
class-00225001,-10.12,0.98,11.11,673.83,448.29,1.44,2.38,13.56,-1.95
class-00225001,-10.01,1.67,2.14,496.7,337.24,12.11,7.22,14,-1.79
class-00225001,-9.65,-1.23,4.28,564.73,380.65,14.5,7.97,12.06,-1.99
class-00225001,-9.63,-1.41,6.63,653.6,433.94,10.52,4.72,9.59,-1.71
class-00225001,-11.37,0.41,18.79,661.07,456.01,12.61,7.97,15.47,-1.92
class-00225001,-10.43,-1.2,12.5,572.43,400.77,17.48,8.8,12.81,-1.46
class-00225001,-9.81,-0.19,12.86,592.94,417.7,18.95,9.27,12.01,-1.62
class-00225001,-11.91,-0.44,10.58,618.71,423.05,16.63,5.4,1.73,0.38
class-00225001,-10.81,-1.6,5.67,706.92,457.54,21.29,9.51,9.1,-0.87
class-00225001,-10.88,0.07,23.22,718.67,484.51,12.25,5.76,10.24,-1.44
class-00225001,-8.79,2.7,7.62,604.09,416.35,11.86,9.97,18.9,-2.24
class-00225001,-9.5,-1.75,11.69,682.9,455.65,15.33,7.77,12.02,-1.45
class-00225001,-10.46,-1.31,5.52,576.7,392.07,15.29,7.73,11.96,-1.41
class-00225001,-9.05,0.09,19.33,705.78,472.09,8.88,5.4,12.69,-1.8
class-00225001,-10.03,-0.78,14.67,672.77,453.68,14.8,7.34,11.69,-1.52
class-00225001,-8.64,1.77,4.57,571.26,389.21,15.86,10.12,17.03,-2.07
class-00225001,-9.98,-1.18,3.89,744.44,476,13.72,6.27,10.27,-2.01
class-00225001,-10.01,-1.18,4.94,758.45,485.19,13.22,5.87,9.13,-1.96
class-00225001,-9.79,-1.12,4.04,709.7,457.83,13.92,6.39,9.95,-2
class-00225001,-9.81,-1.1,4.42,766.73,488.73,12.28,6.15,11.65,-2.11
class-00225001,-10.13,-0.83,5.11,639.15,421.82,16.25,8.59,13.42,-1.63
class-00225001,-10.31,0.38,1.54,503.39,341.24,11.96,7.81,15.76,-1.89
class-00225001,-10.32,0.37,1.97,528.02,359,12.6,8.37,16.26,-1.94
class-00225001,-10.16,0.32,1.65,509.86,346.73,12.67,8.58,16.94,-1.95
class-00225001,-10.33,0.36,2.66,550.33,375.57,12.95,8.64,16.38,-1.98
class-00225001,-10.29,0.39,2.39,546.21,371.64,12.48,8.39,16.42,-1.97
class-00225001,-10.06,0.41,1.99,527.71,359.22,12.07,8.42,17.17,-1.99
class-00225001,-10.18,0.38,3.82,555.95,380.12,11.13,7.15,14.86,-1.89
class-00225001,-10.18,0.39,3.07,539.79,368.19,11.02,6.83,14.31,-1.82
class-00225001,-10.18,0.36,2.95,529.26,361.09,11.19,6.31,12.97,-1.68
class-00225001,-10.23,-1.57,3.98,589.47,394.3,17.24,8.82,12.53,-1.57
class-00225001,-10.46,1.76,4.53,605.88,403.35,13.83,7.7,14.33,-1.76
class-00225001,-9.63,-2.21,39.64,1027.05,640.89,17.31,7,7.92,-0.8
class-00225001,-10.58,0.8,2.88,557.65,373.09,13.81,6.99,12.36,-1.89
class-00225001,-10.89,1.03,8.17,610.96,427.26,12.83,8.94,16.67,-2.38
class-00225001,-10.1,1.89,1.58,486.16,326.97,11.21,8.05,17.25,-1.95
class-00225001,-9.99,0.21,7.53,603.91,416.49,11.48,7.28,14.86,-1.88
class-00225001,-9.71,-0.22,4.66,578.83,395.69,15.79,9.54,15.4,-1.95
class-00225001,-10.71,0.46,4.11,572.38,391.75,11.98,8.59,17.28,-2.06
class-00225001,-9.66,-0.25,4.14,570.72,389.73,14.95,9.08,15.26,-1.91
class-00225001,-9.35,-0.12,8.63,640,436.52,15.45,9.82,16.34,-2.08
class-00225001,-9.67,0.89,5.73,631.96,433.17,6.6,5.95,16.71,-2.09
class-00225001,-10.3,0.32,2.58,538.14,369.48,13.52,7.59,14.02,-1.69
class-00225001,-9.64,0.89,1.25,521.03,352.12,5.5,4.18,14.38,-1.85
class-00225001,-10.32,-0.19,2.81,538.94,370.05,10.87,6.32,13.22,-1.69
class-00225001,-11.01,0.05,10.41,664.42,444.63,14.87,8.33,12.47,-2.11
class-00225001,-10.28,-0.77,0.41,386.33,262.33,24.02,13.27,16.88,-1.88
class-00225001,-9.84,-1.13,3.63,726.37,466.16,13.05,6.14,10.73,-2.01
class-00225001,-9.88,-1.91,7.42,702.24,457.95,18.43,8.5,8.94,-1.27
class-00225001,-10.12,-1.1,3.22,630.32,412.69,19.12,10.62,15.48,-1.99
class-00225001,-11.16,0.42,1.62,489.52,340.11,12.83,8.85,17.36,-1.97
class-00225001,-9.42,-0.66,8.77,636.78,431.19,15.65,8.96,14.03,-1.98
class-00225001,-9.42,-0.66,8.77,636.78,431.19,15.65,8.96,14.03,-1.98
class-00225001,-10.96,0.55,1.38,484.66,335.63,11.38,8.19,17.35,-1.99
class-00225001,-10.31,0.36,3.62,539.74,374.74,13.75,8.3,15.23,-1.85
class-00225001,-8.83,-0.71,5.54,602.33,408.82,24.1,13.06,15.39,-2.05
class-00225001,-8.5,-0.56,3.29,535.15,360.36,21.41,9.04,7.73,-1.03
class-00225001,-8.5,-0.56,3.29,535.15,360.36,21.41,9.04,7.73,-1.03
class-00225001,-9.72,-0.23,4.73,657.28,435.41,6.45,4.62,13.97,-1.87
class-00225001,-9.9,-1.6,9.75,668.55,441.03,17.89,8.33,10.35,-1.18
class-00225001,-9.9,1.24,31.84,697.93,467.84,16.04,9.15,14.36,-1.85
class-00225001,-9.9,-1.6,9.75,668.55,441.03,17.89,8.33,10.35,-1.18
class-00225001,-9.9,1.24,31.84,697.93,467.84,16.04,9.15,14.36,-1.85
class-00225001,-11.1,0.46,1.93,504.11,351.25,12.43,8.76,17.57,-2.02
class-00225001,-10.17,0.38,4.9,570.47,395.24,13.47,8.37,15.46,-1.9
class-00225001,-10.64,-0.64,3.49,585.84,393.42,16.14,8.86,13.79,-1.65
class-00225001,-10.64,-0.64,3.49,585.84,393.42,16.14,8.86,13.79,-1.65
class-00225001,-9.79,-0.86,3.72,572.09,390.15,13.82,9,16.13,-1.97
class-00225001,-11.05,0.11,4.2,535.61,372.75,15.1,8.81,14.83,-1.76
class-00225001,-10.41,-0.15,14.42,637.18,434.85,16.12,8.72,13.66,-1.72
class-00225001,-11.24,0.45,2.52,520.13,362.73,13.15,8.92,16.89,-1.99
class-00225001,-11.33,0.38,13.45,633.84,432.79,12.47,7.38,14.37,-1.81
class-00225001,-11.23,0.44,3.45,541.05,378.36,13.38,9.07,16.91,-2.02
class-00225001,-10.13,-0.65,3.98,579.83,395.35,13.73,9.04,16.11,-2.01
class-00225001,-11.05,0.11,4.2,535.61,372.75,15.1,8.81,14.83,-1.76
class-00225001,-10.41,-0.15,14.42,637.18,434.85,16.12,8.72,13.66,-1.72
class-00225001,-11.24,0.45,2.52,520.13,362.73,13.15,8.92,16.89,-1.99
class-00225001,-11.33,0.38,13.45,633.84,432.79,12.47,7.38,14.37,-1.81
class-00225001,-11.23,0.44,3.45,541.05,378.36,13.38,9.07,16.91,-2.02
class-00225001,-10.13,-0.65,3.98,579.83,395.35,13.73,9.04,16.11,-2.01
class-00225001,-9.77,-0.78,3.72,581.08,395.08,13.2,8.62,15.93,-1.97
class-00225001,-9.24,-0.25,11.95,630.99,431.13,14.47,8.51,14.18,-1.84
class-00225001,-11.19,0.45,4.71,561.51,393.55,13.49,9.23,17.05,-2.05
class-00225001,-10.14,-0.79,8.11,620.48,426.25,13.66,9.27,16.7,-2.1
class-00225001,-11.18,0.3,37.23,712.76,479.21,14.24,8.71,15.22,-1.91
class-00225001,-11.32,0.26,14.04,665.17,455.49,12.99,7.85,14.53,-1.93
class-00225001,-11.25,0.39,15,622.33,434.11,13.47,8.57,15.87,-1.98
class-00225001,-9.24,-0.25,11.95,630.99,431.13,14.47,8.51,14.18,-1.84
class-00225001,-11.19,0.45,4.71,561.51,393.55,13.49,9.23,17.05,-2.05
class-00225001,-10.14,-0.79,8.11,620.48,426.25,13.66,9.27,16.7,-2.1
class-00225001,-11.18,0.3,37.23,712.76,479.21,14.24,8.71,15.22,-1.91
class-00225001,-11.32,0.26,14.04,665.17,455.49,12.99,7.85,14.53,-1.93
class-00225001,-11.25,0.39,15,622.33,434.11,13.47,8.57,15.87,-1.98
class-00225001,-9.85,-0.71,8.47,624.39,424.17,14.95,8.65,14.17,-1.83
class-00225001,-9.98,1.7,18.61,716.63,477.42,12.78,9.2,17.17,-2.11
class-00225001,-11.12,0.03,13.8,689.42,461.53,13.19,6.43,10.5,-1.56
class-00225001,-9.98,1.7,18.61,716.63,477.42,12.78,9.2,17.17,-2.11
class-00225001,-11.12,0.03,13.8,689.42,461.53,13.19,6.43,10.5,-1.56
class-00225001,-9.81,-0.81,9.32,641.26,434.18,14.49,8.35,14.05,-1.81
class-00225001,-10.68,-0.75,4.78,615.75,413.58,16.5,9.29,14.37,-1.76
class-00225001,-10.91,0.08,18.55,720.38,479.19,12.72,6.68,11.5,-1.7
class-00225001,-10.9,0.07,20.59,724.14,482.15,12.93,6.74,11.32,-1.69
class-00225001,-10.95,0.33,11.5,686.22,459.41,12.51,7.7,15.06,-1.9
class-00225001,-10.68,-0.75,4.78,615.75,413.58,16.5,9.29,14.37,-1.76
class-00225001,-10.91,0.08,18.55,720.38,479.19,12.72,6.68,11.5,-1.7
class-00225001,-10.9,0.07,20.59,724.14,482.15,12.93,6.74,11.32,-1.69
class-00225001,-10.95,0.33,11.5,686.22,459.41,12.51,7.7,15.06,-1.9
class-00225001,-11.03,0.47,3.63,554.82,381.44,12.57,8.85,17.39,-2.02
class-00225001,-11.06,0.3,19.71,682.93,463.47,13.11,8.32,15.87,-1.95
class-00225001,-10.28,1.82,8.24,608.27,421.52,18.64,12.43,18.47,-2.18
class-00225001,-11.06,0.3,19.71,682.93,463.47,13.11,8.32,15.87,-1.95
class-00225001,-10.28,1.82,8.24,608.27,421.52,18.64,12.43,18.47,-2.18
class-00225001,-10.29,0.37,7.64,610.96,417.31,13.17,8.17,15.69,-1.91
class-00225001,-11.05,0.43,2.63,526.08,367.43,12.96,9.09,17.66,-2.03
class-00225001,-10.96,0.56,2.3,522.32,364.02,11.88,8.68,17.74,-2.06
class-00225001,-9.82,-0.5,5,596.26,405.8,13.11,8.32,15.46,-1.95
class-00225001,-9.77,-0.76,4.65,595.07,405.5,13.39,8.84,16.17,-2.01
class-00225001,-10.95,0.43,3.24,549.99,375.54,13.13,8.84,16.75,-1.95
class-00225001,-9.56,-0.74,6.38,632.88,426.89,13.39,8.29,14.55,-1.86
class-00225001,-9.58,-0.79,6.45,616.61,418.34,13.48,8.37,14.65,-1.87
class-00225001,-11.37,-0.32,34.9,701.18,474.99,14.41,8.07,13.93,-1.73
class-00225001,-11.33,-0.33,14.99,666.53,456.24,12.66,7.54,14.59,-1.85
class-00225001,-11.15,0.49,6.24,579.58,406.85,13.64,9.4,17.29,-2.09
class-00225001,-10.14,-0.79,10.98,639.79,439.96,13.69,9.37,16.82,-2.12
class-00225001,-10.91,0.47,4.7,587.36,401.8,13.08,9.25,17.71,-2.04
class-00225001,-10.69,1,1.51,502.88,337.03,11.81,7.91,16.34,-2.29
class-00225001,-10.69,1,1.51,502.88,337.03,11.81,7.91,16.34,-2.29
class-00225001,-10.87,0.65,2.23,522.89,364.69,11.32,8.51,18.02,-2.1
class-00225001,-11.11,0.41,4.05,552.27,387.41,13.5,9.41,17.66,-2.06
class-00225001,-10,0.35,3.18,511.34,351.89,11.22,6.96,14.17,-1.78
class-00225001,-10,0.35,3.18,511.34,351.89,11.22,6.96,14.17,-1.78
class-00225001,-11.02,0.45,3,534.94,374.11,12.82,9.05,17.61,-2.06
class-00225001,-10.44,-1.28,5.32,679.04,448.87,14.23,7.8,13.28,-1.91
class-00225001,-10.44,-1.28,5.32,679.04,448.87,14.23,7.8,13.28,-1.91
class-00225001,-9.83,-0.53,9.31,641.5,431.52,14.46,9.08,15.63,-1.99
class-00225001,-9.78,-0.79,9.24,650.66,436.71,14.11,9.11,16.03,-2
class-00225001,-9.87,-0.25,7.2,591.25,407.25,14.17,9.06,15.88,-2
class-00225001,-10.25,-0.9,3.26,555.25,375.17,12.11,6.54,11.96,-2.05
class-00225001,-10.25,-0.9,3.26,555.25,375.17,12.11,6.54,11.96,-2.05
class-00225001,-9.82,-0.53,6.21,608.71,415.4,13.22,8.55,15.8,-2
class-00225001,-9.76,-0.77,5.35,602.95,411.98,13.01,8.84,16.55,-2.06
class-00225001,-9.79,-0.86,6.74,610.39,418.2,14.18,9.39,16.52,-2.05
class-00225001,-10.95,-0.95,7.64,607.73,408.87,10.65,5.24,9.1,-1.62
class-00225001,-10.95,-0.95,7.64,607.73,408.87,10.65,5.24,9.1,-1.62
class-00225001,-9.79,-0.8,6.28,611.36,417.73,13.86,9.19,16.48,-2.03
class-00225001,-9.31,1.03,3.37,599.54,410.19,6.56,5.99,16.86,-2.09
class-00225001,-9.57,1,3.45,613.82,409.52,5.97,4.97,15.05,-1.92
class-00225001,-9.41,1.02,2.46,578.68,393.14,5.07,4.71,15.7,-1.98
class-00225001,-9.72,0.86,13.55,675.13,463.9,6.14,5.6,16.4,-2.11
class-00225001,-11.32,0.48,1.66,478.34,328.08,12.85,7.82,14.63,-1.78
class-00225001,-9.44,-1.66,22.27,942,595.72,11.76,5.46,10.34,-1.52
class-00225001,-9.25,-0.09,1.26,453.26,314.74,27.92,15.24,17.15,-2.12
class-00225001,-9.25,-0.09,1.26,453.26,314.74,27.92,15.24,17.15,-2.12
class-00225001,-9.8,-0.81,12.33,685.14,461.04,14.01,8.73,15.46,-1.96
class-00225001,-9.74,-0.04,2.52,520.85,359,13.61,10.1,17.22,-2.2
class-00225001,-9.85,-0.72,4.42,583.51,390.44,12.16,7.59,13.44,-1.88
class-00225001,-9.85,-0.72,4.42,583.51,390.44,12.16,7.59,13.44,-1.88
class-00225001,-10.83,0.48,4.96,590.29,404.17,12.81,9.15,17.79,-2.06
class-00225001,-8.65,-0.09,7.02,617.58,417.8,23.46,12.56,15.1,-2.11
class-00225001,-8.65,-0.09,7.02,617.58,417.8,23.46,12.56,15.1,-2.11
class-00225001,-10.78,0.49,5.34,595.72,408.45,12.34,9.02,17.96,-2.09
class-00225001,-11.09,0.41,5.53,572.43,402.21,13.64,9.55,17.75,-2.09
class-00225001,-9.77,-0.77,10.11,669.42,446.92,13.14,8.9,16.34,-2.05
class-00225001,-9.84,-0.47,6.93,601.85,413.24,15.79,9.8,15.84,-2.03
class-00225001,-9.79,-0.82,9.43,632.65,433.73,14.41,9.53,16.59,-2.07
class-00225001,-9.85,-0.7,5.49,610.48,407.66,11.4,7.53,14.23,-1.98
class-00225001,-10.59,-0.17,1.61,552.44,369.94,14.78,6.48,10.91,-1.35
class-00225001,-9.85,-0.7,5.49,610.48,407.66,11.4,7.53,14.23,-1.98
class-00225001,-10.59,-0.17,1.61,552.44,369.94,14.78,6.48,10.91,-1.35
class-00225001,-9.54,0.23,7.7,608.31,417.37,13.08,8.72,16.18,-2.05
class-00225001,-10.53,0.01,2.86,532.22,367.83,13.71,8.14,15.05,-1.84
class-00225001,-10.53,0.01,2.86,532.22,367.83,13.71,8.14,15.05,-1.84
class-00225001,-9.7,-0.21,9.86,695.8,464.46,6.71,5.53,15.73,-2.05
class-00225001,-8.08,-0.11,14.25,698.61,468.08,13.27,8.48,14.7,-2.1
class-00225001,-10.21,0.9,2.58,540.76,369.18,5.21,5.88,17.67,-2.22
class-00225001,-8.08,-0.11,14.25,698.61,468.08,13.27,8.48,14.7,-2.1
class-00225001,-10.21,0.9,2.58,540.76,369.18,5.21,5.88,17.67,-2.22
class-00225001,-9.68,-0.19,7.04,679.13,453,6.9,5.79,15.92,-2.07
class-00225001,-9.67,-0.21,8.07,688.85,459.56,7.01,5.79,15.95,-2.07
class-00225001,-10.86,0.49,4.3,554.55,389.95,15.28,10.38,17.75,-2.12
class-00225001,-9.73,-1.47,6.78,719.25,471.41,17.12,9.17,13.55,-1.75
class-00225001,-9.73,-1.47,6.78,719.25,471.41,17.12,9.17,13.55,-1.75
class-00225001,-9.79,-0.82,12.89,653.74,448.41,14.62,9.71,16.71,-2.1
class-00225001,-11.21,0.3,6.16,580.11,401.41,13.34,7.91,14.63,-1.77
class-00225001,-10.32,-1.45,5.91,609.03,410.38,16.13,9.44,14.89,-1.85
class-00225001,-10.7,0.47,2.32,506.15,351.29,12.42,7.68,14.9,-1.87
class-00225001,-10.86,0.31,5.04,545.45,381.83,14.05,8.62,15.13,-1.91
class-00225001,-9.89,-0.44,4.03,560.74,383.21,14.98,8.87,14.8,-1.86
class-00225001,-11.55,-0.95,9.17,645.3,439.2,18.56,7.58,8.31,-0.7
class-00225001,-10.27,0.37,6.5,563.07,393.34,13.87,8.39,15.11,-1.87
class-00225001,-10.65,0.51,2.48,527.09,367.78,13.13,9.2,17.53,-2.08
class-00225001,-11.31,0.48,19.15,670.86,461.25,12.27,7.73,15.37,-1.93
class-00225001,-10.1,0.56,2.97,567.76,387.43,11.03,6.75,14.62,-1.83
class-00225001,-11.5,0.26,5.23,528.95,369.06,13.69,7.49,13.16,-1.6
class-00225001,-10.65,0.51,4.58,566.83,397.49,13.62,9.57,17.67,-2.13
class-00225001,-10.7,0.59,4.53,575.39,395.44,11.44,8.58,17.91,-2.1
class-00225001,-11,0.18,9.03,720.16,472.58,12.96,5.84,10.11,-1.44
class-00225001,-11.02,0.02,3.05,572.34,386.78,13.84,7.25,13.04,-1.6
class-00225001,-9.74,-1.29,15.68,695.46,465.76,14.74,7.37,11.87,-1.56
class-00225001,-9.08,-0.21,12.87,672.49,454.19,21.44,12.12,15.96,-2.16
class-00225001,-9.01,-1,11.76,650.99,440.77,14.19,7.23,11.79,-1.6
class-00225001,-9.11,0.28,2.69,523.41,355.93,9.18,6.4,15.13,-1.88
class-00225001,-10.91,0.43,3.14,529.69,362.27,12.74,8,15.06,-1.85
class-00225001,-9.67,0.11,2.12,490.08,338.47,15.33,10.34,16.96,-2.08
class-00225001,-8.93,-0.01,6.8,587.24,403.35,6.29,6.11,15.34,-2.04
class-00225001,-9.67,0.88,4.21,658.16,429.12,4.09,3.86,15.33,-1.92
class-00225001,-8.88,0.26,10.15,638.55,433.94,18.6,12.46,17.73,-2.24
class-00225001,-9.45,-1.16,4.17,654.69,431.08,9.09,5.07,11.99,-1.54
class-00225001,-9.82,2.36,6.33,588.19,402.1,7.75,6.36,16.21,-2.17
class-00225001,-10.67,-0.16,3.26,540.88,368.31,13.95,7.52,13,-1.65
class-00225001,-9.63,-0.11,5.02,610.48,413.58,13.09,8.31,15.54,-1.99
class-00225001,-9.57,-1.16,12.11,680.37,457.95,15.61,7.03,10.47,-1.6
class-00225001,-9.5,-1.09,8.55,693.67,460.38,17.04,8.13,11.57,-1.81
class-00225001,-10.51,-0.96,4.5,623.22,415.89,14.98,6.61,9.72,-1.06
class-00225001,-9.37,-1.69,39.46,774.73,520.18,17.05,6.93,8.3,-1.44
class-00225001,-9.29,-0.41,9.51,615.16,420.12,14.84,8.41,13.73,-1.76
class-00225001,-10.05,-0.41,13.47,673.62,449.06,17.21,8.86,12.16,-1.72
class-00225001,-9.45,-0.17,6.5,628.76,425.48,11.98,7.78,15.02,-1.99
class-00225001,-9.3,-0.28,7.39,634.24,430.76,13.11,8.55,15.46,-2.02
class-00225001,-8.55,-0.14,20.27,717.98,476.46,15.35,8.24,13.19,-1.83
class-00225001,-11.1,0.4,15.24,663.55,449.06,12.08,7.39,14.72,-1.85
class-00225001,-9.89,0.64,19,820.95,531.26,4.75,4.17,14.7,-1.97
class-00225001,-9.76,0.35,9.6,630.43,433.17,9.85,6.85,15.4,-1.93
class-00225001,-9.99,-0.38,20.32,711.03,468.89,17.92,9.31,12.03,-1.77
class-00225001,-10.06,-0.42,17.38,693.05,461.98,17.61,9.18,12.34,-1.79
class-00225001,-9.34,-0.25,8.4,649.61,440.86,12.11,8.29,16.02,-2.08
class-00225001,-9.74,0.46,13.87,698.17,464.5,11.52,8.45,16.88,-2.07
class-00225001,-9.78,-0.12,9.71,620.04,416.93,17.5,8.86,12.16,-1.6
class-00225001,-9.74,0.33,8.32,611.11,419.57,8.67,5.5,13.61,-1.77
class-00225001,-10.43,0.29,13.89,673.4,449.59,13.53,7.55,13.66,-1.7
class-00225001,-10.9,-0.07,13.57,723.04,474.42,13.25,7.43,13.61,-1.72
class-00225001,-10.93,-0.45,12.49,699.04,462.62,16.42,8.98,14.17,-1.68
class-00225001,-9.73,0.31,10.1,616.09,425.24,8.28,5.51,14.21,-1.88
class-00225001,-9.72,0.32,6.82,600.51,413.51,8.98,5.98,14.49,-1.9
class-00225001,-9.77,0.33,7.71,603.43,415.96,9.99,6.66,14.76,-1.87
class-00225001,-9.66,0.43,18.68,678.38,463.49,7.67,5.03,13.6,-1.85
class-00225001,-9.78,0.32,11.45,620.53,428.54,9.12,6.1,14.41,-1.85
class-00225001,-8.79,-0.82,12.4,639.69,430.76,15.38,8.84,13.23,-2.11
class-00225001,-9.45,-0.66,7.77,648.25,437.3,12.83,8.05,14.72,-1.93
class-00225001,-10.62,-0.07,4.09,634.87,420.34,11.16,6.04,13.18,-1.84
class-00225001,-10.89,0.29,28.52,692.44,473.61,12.5,5.6,10.25,-1.36
class-00225001,-11.06,0.31,2.98,613.9,403.76,13.5,7.29,13.36,-1.62
class-00225001,-11.12,0.41,12.82,639.69,433.22,11.85,6.56,13.02,-1.67
class-00225001,-10.83,0.26,12.68,638.3,433.62,12.67,7.22,13.56,-1.75
class-00225001,-9.59,0.54,12.25,773.25,508.39,7.24,2.54,8.68,-1.62
class-00225001,-10.79,0.14,31.6,701.14,477.57,9.55,5.55,11.07,-1.76
class-00225001,-10.79,0.13,39.88,717.47,487.98,9.64,5.81,11.39,-1.83
class-00225001,-10.47,-1.22,3.02,512.89,349.96,13.39,7.23,12.29,-1.62
class-00225001,-8.89,0.53,1.57,491.67,343.51,19.35,11.59,16.92,-2.12
class-00225001,-8.91,-0.27,4.45,582.88,400.86,18.4,11.34,15.79,-2.12
class-00225001,-8.45,-0.19,7.36,652.35,437.15,20.32,11.53,15.68,-2.11
class-00225001,-9.56,0.84,5.28,655.96,435.08,5,4.8,16.15,-2.03
class-00225001,-9.18,-0.71,8.28,682.67,457.03,13.68,7.69,13.3,-1.78
class-00225001,-9.07,-0.96,6.93,614.14,419.83,14.65,8.76,14.41,-1.87
class-00225001,-9.48,-1.2,8.98,685.2,454.19,15.12,7.68,11.32,-1.56
class-00225001,-10.49,1.91,1.7,480.41,327.85,15.36,9.53,16.04,-1.88
class-00225001,-10.45,1.77,11.22,611.15,431.44,17.19,11.63,18.22,-2.2
class-00225001,-9.84,1.78,3.14,553.28,387.19,17.05,11.7,17.91,-2.17
class-00225001,-12.13,-0.66,3.37,511.19,356.26,17.44,6.99,5.83,-1.56
class-00225001,-9.66,-2.17,7.73,756.92,485.09,17.1,7.93,10.3,-1.26
class-00225001,-10.28,1.42,11.59,672.3,452.72,15.19,9.28,15.75,-1.97
class-00225001,-10.27,1.46,5.66,610.4,411.83,15.46,9.04,15.08,-1.85
class-00225001,-9.48,0.07,8.53,626.73,422.81,17.27,10.61,16.12,-2.04
class-00225001,-10.45,-1.3,10.47,625.77,426.28,15.38,8.56,13.71,-1.75
class-00225001,-10.45,-1.3,7.8,609.66,414.4,15.22,8.35,13.46,-1.69
class-00225001,-10.24,1.51,7.1,583.74,404.6,15.76,10.23,16.82,-2.07
class-00225001,-10.24,1.56,8.27,606.07,418.89,15.88,10.49,17.37,-2.1
class-00225001,-10.44,-1.27,9.04,626.46,425.28,15.12,8.48,13.89,-1.76
class-00225001,-10.42,-1.3,6.72,609.58,413.28,14.27,8.01,13.93,-1.72
class-00225001,-9.96,-0.74,9.22,644.43,439.8,13.46,9.19,16.93,-2.1
class-00225001,-9.58,-0.46,4.77,545.24,374.35,15.62,8.07,12.38,-1.61
class-00225001,-9.61,2.32,9.43,636.64,433.04,6.63,6.18,16.71,-2.22
class-00225001,-9.77,1.72,2.28,496.38,337.96,10.43,7.05,14.74,-1.88
class-00225001,-10.37,0.35,3.15,570.56,380.59,10.68,7.11,15.65,-1.87
class-00225001,-11.42,-0.57,5.59,664.37,435.28,17.43,8.17,10.81,-1.32
class-00225001,-9.84,-1.87,6.52,646.5,427.94,17.55,9.25,12.89,-1.7
class-00225001,-9.25,-0.41,5.84,580.12,396.02,10.26,6.71,13.71,-1.86
class-00225001,-10.96,-0.35,6.17,543.73,375.51,16.52,6.58,6.54,-0.93
class-00225001,-10.31,-0.15,38.38,642.53,441.9,9.44,4.57,7.83,-1.24
class-00225001,-10.24,-0.04,31.45,650.81,446.4,9.25,4.71,8.85,-1.38
class-00225001,-8.85,0.03,4.56,560.15,382.75,15.52,7.6,10.23,-1.97
class-00225001,-10.26,1.81,2.88,554.39,371.08,13.11,8.41,15.7,-1.87
class-00225001,-10.37,0.53,4.07,565.85,385.65,11.03,7.65,16.19,-2.01
class-00225001,-8.76,1.74,4.79,570.08,397.65,8.9,7.96,17.44,-2.14
class-00225001,-9.76,0.61,15.16,734.84,492.77,3.02,4.03,16.06,-2.07
class-00225001,-11.18,0.29,2.43,581.64,388.3,13.35,7.26,13.49,-1.67
class-00225001,-10.04,0.41,9.44,618.3,421.52,12.66,7.51,14.44,-1.8
class-00225001,-10,0.43,10.12,634.88,432.09,13.12,8.16,15.45,-1.89
class-00225001,-10.04,0.41,12.79,651.25,443.66,13.35,8.45,15.84,-1.94
class-00225001,-9.8,-0.5,51.96,813.68,526.65,10.65,5.08,7.89,-1.27
class-00225001,-10.42,0.45,1.42,490.44,338.91,11.47,7.58,15.56,-1.92
class-00225001,-10.94,-0.1,7.66,650.75,436.85,14.13,7.82,13.66,-1.72
class-00225001,-10.42,0.43,2.12,526.12,364.89,11.92,8.16,16.43,-2
class-00225001,-10.2,-1.66,6.71,629.55,422.21,18.32,9.79,13.48,-1.78
class-00225001,-9.64,0.79,12.04,701.53,470.36,7.13,6.08,16.31,-2.09
class-00225001,-9.62,0.85,6.74,665.12,444.7,6.4,5.51,15.94,-2.03
